Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[sample description]	Characteristics[genotype]	Characteristics[phenotype]	Characteristics[sex]	Characteristics[organism part]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Extract Name	Comment[NOMINAL_LENGTH]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_SDEV]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Comment[Center]	Comment[FASTQ_URI]	Factor Value[phenotype]	Factor Value[sex]
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536493	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536493	sequencing assay	ERX536493	ERR578317_2	ERR578317	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578317/ERR578317_2.fastq.gz	Cancer	female
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536577	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536577	sequencing assay	ERX536577	ERR578401_1	ERR578401	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578401/ERR578401_1.fastq.gz	Cancer	female
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536577	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536577	sequencing assay	ERX536577	ERR578401_2	ERR578401	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578401/ERR578401_2.fastq.gz	Cancer	female
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536591	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536591	sequencing assay	ERX536591	ERR578415_1	ERR578415	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578415/ERR578415_1.fastq.gz	Cancer	female
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536591	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536591	sequencing assay	ERX536591	ERR578415_2	ERR578415	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578415/ERR578415_2.fastq.gz	Cancer	female
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536605	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536605	sequencing assay	ERX536605	ERR578429_1	ERR578429	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578429/ERR578429_1.fastq.gz	Cancer	female
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536605	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536605	sequencing assay	ERX536605	ERR578429_2	ERR578429	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578429/ERR578429_2.fastq.gz	Cancer	female
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536619	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536619	sequencing assay	ERX536619	ERR578443_1	ERR578443	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578443/ERR578443_1.fastq.gz	Cancer	female
ERS422519	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ49_5c-sc-1883522	ERS422519	P-MTAB-40614	9739415_ERX536619	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536619	sequencing assay	ERX536619	ERR578443_2	ERR578443	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578443/ERR578443_2.fastq.gz	Cancer	female
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536494	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536494	sequencing assay	ERX536494	ERR578318_1	ERR578318	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578318/ERR578318_1.fastq.gz	Cancer	male
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536494	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536494	sequencing assay	ERX536494	ERR578318_2	ERR578318	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578318/ERR578318_2.fastq.gz	Cancer	male
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536578	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536578	sequencing assay	ERX536578	ERR578402_1	ERR578402	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578402/ERR578402_1.fastq.gz	Cancer	male
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536578	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536578	sequencing assay	ERX536578	ERR578402_2	ERR578402	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578402/ERR578402_2.fastq.gz	Cancer	male
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536592	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536592	sequencing assay	ERX536592	ERR578416_1	ERR578416	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578416/ERR578416_1.fastq.gz	Cancer	male
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536592	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536592	sequencing assay	ERX536592	ERR578416_2	ERR578416	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578416/ERR578416_2.fastq.gz	Cancer	male
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536606	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536606	sequencing assay	ERX536606	ERR578430_1	ERR578430	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578430/ERR578430_1.fastq.gz	Cancer	male
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536606	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536606	sequencing assay	ERX536606	ERR578430_2	ERR578430	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578430/ERR578430_2.fastq.gz	Cancer	male
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536620	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536620	sequencing assay	ERX536620	ERR578444_1	ERR578444	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578444/ERR578444_1.fastq.gz	Cancer	male
ERS422520	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2a-sc-1883523	ERS422520	P-MTAB-40614	9739416_ERX536620	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536620	sequencing assay	ERX536620	ERR578444_2	ERR578444	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578444/ERR578444_2.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536495	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536495	sequencing assay	ERX536495	ERR578319_1	ERR578319	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578319/ERR578319_1.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536495	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536495	sequencing assay	ERX536495	ERR578319_2	ERR578319	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578319/ERR578319_2.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536579	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536579	sequencing assay	ERX536579	ERR578403_1	ERR578403	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578403/ERR578403_1.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536579	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536579	sequencing assay	ERX536579	ERR578403_2	ERR578403	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578403/ERR578403_2.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536593	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536593	sequencing assay	ERX536593	ERR578417_1	ERR578417	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578417/ERR578417_1.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536593	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536593	sequencing assay	ERX536593	ERR578417_2	ERR578417	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578417/ERR578417_2.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536607	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536607	sequencing assay	ERX536607	ERR578431_1	ERR578431	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578431/ERR578431_1.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536607	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536607	sequencing assay	ERX536607	ERR578431_2	ERR578431	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578431/ERR578431_2.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536621	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536621	sequencing assay	ERX536621	ERR578445_1	ERR578445	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578445/ERR578445_1.fastq.gz	Cancer	male
ERS422521	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ52_2c-sc-1883524	ERS422521	P-MTAB-40614	9739417_ERX536621	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536621	sequencing assay	ERX536621	ERR578445_2	ERR578445	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578445/ERR578445_2.fastq.gz	Cancer	male
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536496	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536496	sequencing assay	ERX536496	ERR578320_1	ERR578320	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578320/ERR578320_1.fastq.gz	Cancer	female
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536496	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536496	sequencing assay	ERX536496	ERR578320_2	ERR578320	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578320/ERR578320_2.fastq.gz	Cancer	female
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536580	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536580	sequencing assay	ERX536580	ERR578404_1	ERR578404	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578404/ERR578404_1.fastq.gz	Cancer	female
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536580	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536580	sequencing assay	ERX536580	ERR578404_2	ERR578404	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578404/ERR578404_2.fastq.gz	Cancer	female
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536594	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536594	sequencing assay	ERX536594	ERR578418_1	ERR578418	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578418/ERR578418_1.fastq.gz	Cancer	female
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536594	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536594	sequencing assay	ERX536594	ERR578418_2	ERR578418	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578418/ERR578418_2.fastq.gz	Cancer	female
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536608	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536608	sequencing assay	ERX536608	ERR578432_1	ERR578432	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578432/ERR578432_1.fastq.gz	Cancer	female
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536608	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536608	sequencing assay	ERX536608	ERR578432_2	ERR578432	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578432/ERR578432_2.fastq.gz	Cancer	female
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536622	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536622	sequencing assay	ERX536622	ERR578446_1	ERR578446	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578446/ERR578446_1.fastq.gz	Cancer	female
ERS422522	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ53_3m-sc-1883525	ERS422522	P-MTAB-40614	9739418_ERX536622	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536622	sequencing assay	ERX536622	ERR578446_2	ERR578446	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578446/ERR578446_2.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536497	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536497	sequencing assay	ERX536497	ERR578321_1	ERR578321	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578321/ERR578321_1.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536497	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536497	sequencing assay	ERX536497	ERR578321_2	ERR578321	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578321/ERR578321_2.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536581	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536581	sequencing assay	ERX536581	ERR578405_1	ERR578405	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578405/ERR578405_1.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536581	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536581	sequencing assay	ERX536581	ERR578405_2	ERR578405	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578405/ERR578405_2.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536595	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536595	sequencing assay	ERX536595	ERR578419_1	ERR578419	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578419/ERR578419_1.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536595	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536595	sequencing assay	ERX536595	ERR578419_2	ERR578419	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578419/ERR578419_2.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536609	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536609	sequencing assay	ERX536609	ERR578433_1	ERR578433	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578433/ERR578433_1.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536609	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536609	sequencing assay	ERX536609	ERR578433_2	ERR578433	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578433/ERR578433_2.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536623	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536623	sequencing assay	ERX536623	ERR578447_1	ERR578447	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578447/ERR578447_1.fastq.gz	Cancer	female
ERS422523	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	female	Spleen	TAPJ6_1g-sc-1883526	ERS422523	P-MTAB-40614	9739419_ERX536623	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536623	sequencing assay	ERX536623	ERR578447_2	ERR578447	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578447/ERR578447_2.fastq.gz	Cancer	female
ERS422524	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ62_3d-sc-1883527	ERS422524	P-MTAB-40614	9739420_ERX536498	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536498	sequencing assay	ERX536498	ERR578322_1	ERR578322	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578322/ERR578322_1.fastq.gz	Cancer	male
ERS422524	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ62_3d-sc-1883527	ERS422524	P-MTAB-40614	9739420_ERX536498	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536498	sequencing assay	ERX536498	ERR578322_2	ERR578322	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578322/ERR578322_2.fastq.gz	Cancer	male
ERS422524	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ62_3d-sc-1883527	ERS422524	P-MTAB-40614	9739420_ERX536582	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536582	sequencing assay	ERX536582	ERR578406_1	ERR578406	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578406/ERR578406_1.fastq.gz	Cancer	male
ERS422524	Mus musculus	NCBI Taxonomy	10090	  	RNA from spleen	TelAML1/+, Pax5+/-	Cancer	male	Spleen	TAPJ62_3d-sc-1883527	ERS422524	P-MTAB-40614	9739420_ERX536582	550	cDNA	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40613	SC	ERX536582	sequencing assay	ERX536582	ERR578406_2	ERR578406	SC	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR578/ERR578406/ERR578406_2.fastq.gz	Cancer	male
